País,Departamento,Ciudad,Localidad,Zona / barrio,Estado,Área Construida,Área Terreno,Alcobas,Baño,Garaje,Estrato,Piso,Año construcción,Tipo de inmueble,Tipo de negocio,Valor Administración,URL,Título,Precio,Fecha extracción,Sección
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Bárbara,Usado,86 m²,86 m²,2,N/A,1,6,N/A,1989,Apartamento,Venta,$600.000,https://bogotarealestate.com.co/apartamento-venta-santa-barbara-bogota-dc/9606822,APARTAMENTO EN VENTA EN SANTA BÁRBARA CENTRAL,$541.800.000COP,2025-11-08 23:13,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Britalia,Usado,72 m²,72 m²,3,N/A,1,3,N/A,2010,Apartamento,Venta,$300.288,https://bogotarealestate.com.co/apartamento-venta-britalia-bogota-dc/9606627,APARTAMENTO EN VENTA EN BRITALIA – CONJUNTO RINC…,$383.000.000COP,2025-11-08 23:13,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Villas Del Mediterraneo,Usado,96 m²,96 m²,3,N/A,2,4,1,1991,Apartamento,Venta,$440.000,https://bogotarealestate.com.co/apartamento-venta-villas-del-mediterraneo-bogota-dc/9585965,APARTAMENTO EN VENTA EN VILLAS DEL MEDITERRÁNEO,$444.000.000COP,2025-11-08 23:13,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,91 m²,91 m²,3,N/A,1,4,N/A,1995,Apartamento,Venta,$541.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9585950,APARTAMENTO EN VENTA EN CEDRITOS – CONJUNTO TORR…,$460.000.000COP,2025-11-08 23:13,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,76 m²,76 m²,3,N/A,1,4,N/A,1990,Apartamento,Venta,N/A,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9585894,APARTAMENTO EN VENTA EN CEDRITOS – CONJUNTO LOS…,$460.000.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,San Patricio,Usado,122 m²,122 m²,2,N/A,2,6,N/A,10,Apartamento,Venta,$600.000,https://bogotarealestate.com.co/apartamento-venta-san-patricio-bogota-dc/9581058,VENTA APARTAMENTO SAN PATRICIO,$1.115.000.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,80.54 m²,80.54 m²,N/A,N/A,1,4,N/A,1990,Apartamento,Venta,$416.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9581042,VENTA APARTAMENTO CEDRITOS,$370.000.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Belmira,Usado,156 m²,156 m²,3,N/A,1,4,N/A,1986,Apartamento,Venta,$650.000,https://bogotarealestate.com.co/apartamento-venta-belmira-bogota-dc/9581030,VENTA APARTAMENTO BELMIRA - CEDRITOS,$400.000.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,El Contador,Usado,62.45 m²,62.45 m²,2,N/A,2,5,N/A,2021,Apartamento,Venta,$750.000,https://bogotarealestate.com.co/apartamento-venta-el-contador-bogota-dc/9575203,"APARTAMENTO EN VENTA – EDIFICIO COUNTRY 134, NOR…",$585.500.000COP,2025-11-08 23:14,Ventas
Colombia,Boyacá,Tunja,N/A,Centro,Nuevo,60 m²,60 m²,3,N/A,N/A,3,N/A,2025,Apartamento,Venta,$150.000,https://bogotarealestate.com.co/apartamento-venta-centro-tunja/9571699,VENDO APARTAMENTO EN TUNJA,$210.000.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedro Bolivar,Usado,98 m²,98 m²,3,N/A,1,4,1,2012,Casa,Venta,$424.000,https://bogotarealestate.com.co/casa-venta-cedro-bolivar-bogota-dc/9553842,CASA EN VENTA EN CEDRO BOLIVAR – CONJUNTO LARA…,$525.000.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Las Orquideas,Usado,56 m²,56 m²,3,N/A,N/A,3,N/A,1992,Apartamento,Venta,$226.180,https://bogotarealestate.com.co/apartamento-venta-las-orquideas-bogota-dc/9553794,APARTAMENTO EN VENTA EN LAS ORQUÍDEAS – NORTE DE…,$268.400.000COP,2025-11-08 23:14,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Teresa,Usado,68 m²,68 m²,2,N/A,1,3,N/A,2013,Apartamento,Venta,$320.000.000,https://bogotarealestate.com.co/apartamento-venta-santa-teresa-bogota-dc/9549734,APARTAMENTO EN VENTA EN SANTA TERESA – VIVALDI,$393.578.281COP,2025-11-08 23:15,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Bárbara,Usado,68 m²,68 m²,1,1,1,5,1,1996,Apartaestudio,Venta,$693.000,https://bogotarealestate.com.co/apartaestudio-venta-santa-barbara-bogota-dc/9548060,APARTAESTUDIO EN VENTA – SUITES GOLD (SANTA BÁRBA…,$523.600.000COP,2025-11-08 23:15,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Las Orquideas,Usado,60 m²,60 m²,3,N/A,N/A,3,N/A,1992,Apartamento,Venta,$296.000,https://bogotarealestate.com.co/apartamento-venta-las-orquideas-bogota-dc/9548048,APARTAMENTO EN VENTA – CONJUNTO AVENIDA 161 (LA…,$250.000.000COP,2025-11-08 23:15,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Colina Campestre,Usado,115 m²,115 m²,3,N/A,2,5,N/A,1994,Apartamento,Venta,$625.000,https://bogotarealestate.com.co/apartamento-venta-colina-campestre-bogota-dc/9548040,¡APARTAMENTO AMPLIO A PASOS DEL CC PARQUE LA CO…,$520.000.000COP,2025-11-08 23:15,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,San Patricio,Usado,132 m²,132 m²,3,N/A,3,6,N/A,1999,Apartamento,Venta,$1.029.000,https://bogotarealestate.com.co/apartamento-venta-san-patricio-bogota-dc/9522193,"PENTHOUSE EN VENTA – CARDENAL V, SAN PATRICIO",$860.000.000COP,2025-11-08 23:15,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Los Mártires,Santa Isabel,Usado,270 m²,270 m²,N/A,N/A,3,3,N/A,1980,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-santa-isabel-bogota-dc/9519515,VENDO CASA SANTA ISABEL RENTABLE (EMN),$920.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Barrios Unidos,La Catellana,Usado,256 m²,256 m²,5,N/A,3,4,N/A,1980,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-la-catellana-bogota-dc/9519319,VENDO CASA EL POLO INVERSIONISTAS (EMN),$1.200.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,58.5 m²,58.5 m²,3,N/A,1,4,N/A,1997,Apartamento,Venta,$404.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9519301,VENTA APARTAMENTO EN CEDRITOS,$350.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Puente Aranda,Puente Aranda,Usado,36 m²,36 m²,2,1,N/A,3,N/A,2022,Apartamento,Venta,$160.000,https://bogotarealestate.com.co/apartamento-venta-puente-aranda-bogota-dc/9516282,VENDO APARTAMENTO PRIMAVERA OCCIDENTAL PIS…,$245.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Alameda,Usado,236 m²,236 m²,6,N/A,2,4,1,2012,Apartamento,Venta,$1.092.000,https://bogotarealestate.com.co/apartamento-venta-alameda-bogota-dc/9513378,APARTAMENTO AMPLIO EN VENTA – ALAMEDA PLAZA,$890.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Fontibón,Ciudad Salitre,Usado,68 m²,68 m²,3,N/A,1,3,N/A,1985,Apartamento,Venta,$236.000,https://bogotarealestate.com.co/apartamento-venta-ciudad-salitre-bogota-dc/9513173,VENTA APARTAMENTO CARLOS LLERAS,$420.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Barrios Unidos,San Miguel,Usado,72 m²,72 m²,3,N/A,1,3,N/A,2017,Apartamento,Venta,$463.000,https://bogotarealestate.com.co/apartamento-venta-san-miguel-bogota-dc/9502780,VENTA APARTAMENTO EN SAN MIGUEL NORTE,$735.000.000COP,2025-11-08 23:16,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Engativá,Santa Cecilia,Usado,202 m²,202 m²,5,N/A,1,3,N/A,1995,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-santa-cecilia-bogota-dc/9502711,VENTA CASA EN SAN MIGUEL NORTE,$1.100.000.000COP,2025-11-08 23:17,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Tunjuelito,Tunal Reservado,Usado,53 m²,53 m²,2,N/A,1,3,1,1997,Apartamento,Venta,$133.000,https://bogotarealestate.com.co/apartamento-venta-tunal-reservado-bogota-dc/9497746,VENTA APARTAMENTO EN TUNAL RESERVADO,$250.000.000COP,2025-11-08 23:17,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Antonio Nariño,Nueva Villa Mayor,Usado,100 m²,100 m²,3,N/A,1,3,N/A,1995,Casa,Venta,$350.000,https://bogotarealestate.com.co/casa-venta-nueva-villa-mayor-bogota-dc/9497670,VENTA CASA EN VILLA MAYOR,$550.000.000COP,2025-11-08 23:17,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Mazuren,Usado,70 m²,70 m²,2,N/A,1,4,N/A,1990,Apartamento,Venta,$360.000,https://bogotarealestate.com.co/apartamento-venta-mazuren-bogota-dc/9495856,VENTA APARTAMENTO EN MAZUREN,$390.000.000COP,2025-11-08 23:17,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Bárbara,Usado,200 m²,260.4 m²,4,N/A,2,4,1,1985,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-santa-barbara-bogota-dc/9485082,VENTA CASA EN SANTA BARBARA,$1.800.000.000COP,2025-11-08 23:17,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Nuevo Country,Usado,62.6 m²,62.6 m²,1,N/A,1,4,N/A,2014,Apartaestudio,Venta,$312.000,https://bogotarealestate.com.co/apartaestudio-venta-nuevo-country-bogota-dc/9484863,VENTA APARTA ESTUDIO EN ALTAVISTA COUNTRY,$390.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Suba Centro,Usado,1770 m²,640 m²,17,N/A,N/A,3,N/A,1985,Edificio,Venta,N/A,https://bogotarealestate.com.co/edificio-venta-suba-centro-bogota-dc/9483025,VENTA DE EDIFICIO EN SUBA,$4.800.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Barrios Unidos,Modelo Norte,Usado,178 m²,142 m²,3,N/A,1,4,N/A,1980,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-modelo-norte-bogota-dc/9481315,VENTA CASA MODELO NORTE,$800.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Bárbara,Usado,59 m²,59 m²,1,N/A,1,6,N/A,2016,Apartamento,Venta,$631.000,https://bogotarealestate.com.co/apartamento-venta-santa-barbara-bogota-dc/9480564,"APARTAMENTO EN VENTA – EDIFICIO NUBA, SANTA BÁRB…",$530.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Villa Magdala,Usado,116 m²,116 m²,3,N/A,2,4,N/A,1993,Apartamento,Venta,$818.000,https://bogotarealestate.com.co/apartamento-venta-villa-magdala-bogota-dc/9480510,"APARTAMENTO EN VENTA – OIKOS 159, VILLA MAGDALA",$585.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Navarra,Usado,355 m²,355 m²,N/A,N/A,6,6,N/A,1980,Oficina,Venta,N/A,https://bogotarealestate.com.co/oficina-venta-navarra-bogota-dc/9478577,VENTA OFICINA EN NAVARRA BOGOTA NORTE,$5.120.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Chia,N/A,Tiquiza,Nuevo,200 m²,200 m²,N/A,N/A,2,3,N/A,1985,Lote / Terreno,Venta,N/A,https://bogotarealestate.com.co/lote-terreno-venta-tiquiza-chia/9472867,VENTA DE LOTES EN CHIA,$350.000.000COP,2025-11-08 23:18,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,204 m²,182.90 m²,5,N/A,3,4,N/A,1985,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-cedritos-bogota-dc/9469522,VENTA CASA EN CEDRITOS,$1.100.000.000COP,2025-11-08 23:19,Ventas
Colombia,Cundinamarca,La Vega,N/A,Vereda El Cural,Usado,400 m²,1740 m²,5,N/A,3,3,N/A,2007,Casa Campestre,Venta,N/A,https://bogotarealestate.com.co/casa-campestre-venta-vereda-el-cural-la-vega/9468824,VENTA CASA CAMPESTRE EN LA VEGA - CUNDINAMARCA,$1.800.000.000COP,2025-11-08 23:19,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Villa Magdala,Usado,53.7 m²,53.7 m²,2,N/A,1,4,N/A,1995,Apartamento,Venta,$437.000,https://bogotarealestate.com.co/apartamento-venta-villa-magdala-bogota-dc/9466192,VENTA APARTAMENTO EN VILLA MAGDALA,$260.000.000COP,2025-11-08 23:19,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Granada Norte,Usado,48 m²,48.15 m²,2,N/A,N/A,3,1,2004,Apartamento,Venta,$169.000,https://bogotarealestate.com.co/apartamento-venta-granada-norte-bogota-dc/9456337,VENTA APARTAMENTO ESTANCIA V,$230.000.000COP,2025-11-08 23:19,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Chapinero,Chicó,Usado,250 m²,250 m²,3,N/A,2,6,N/A,1985,Apartamento,Venta,$2.335.000,https://bogotarealestate.com.co/apartamento-venta-chico-bogota-dc/9451120,VENTA APARTAMENTO EN CHICO,$1.590.000.000COP,2025-11-08 23:19,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,San Cipriano,Usado,90 m²,90 m²,3,N/A,1,3,N/A,2009,Apartamento,Venta,$500.000,https://bogotarealestate.com.co/apartamento-venta-san-cipriano-bogota-dc/9450560,VENTA APARTAMENTO SAN CIPRIANO,$480.000.000COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,57 m²,57 m²,2,N/A,1,4,N/A,1990,Apartamento,Venta,$400.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9447144,VENTA APARTAMENTO CEDRITOS,$320.000.000COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Villa Magdala,Usado,70 m²,70 m²,2,N/A,1,4,N/A,2005,Apartamento,Venta,$269.000,https://bogotarealestate.com.co/apartamento-venta-villa-magdala-bogota-dc/9445517,VENTA APARTAMENTO EN VILLA MAGDALA,$320.000.000COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Barbara Central,Usado,400 m²,210 m²,12,N/A,2,6,1,2021,Edificio,Venta,$1.500.000,https://bogotarealestate.com.co/edificio-venta-santa-barbara-central-bogota-dc/9442419,VENTA  APARTA HOTEL,$4.800.000.000COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,El Redil,Usado,70 m²,70 m²,3,N/A,1,4,N/A,2005,Casa,Venta,$297.000,https://bogotarealestate.com.co/casa-venta-el-redil-bogota-dc/9441225,VENTA CASA EN CONJUNTO RESIDENCIAL REDIL DE CASTI…,$360.000.000COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Alcalá Norte,Usado,405 m²,405 m²,3,N/A,6,5,1,1975,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-alcala-norte-bogota-dc/9438020,VENTA CASA-LOTE ALCALA NORTE,$2.200.000.000COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,51 m²,51 m²,1,1,1,4,N/A,2012,Apartaestudio,Venta,$300.000,https://bogotarealestate.com.co/apartaestudio-venta-cedritos-bogota-dc/9431651,"APARTAMENTO EN VENTA – EDIFICIO VIVIR, CEDRITOS",$362.975.318COP,2025-11-08 23:20,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Contador,Usado,62 m²,62 m²,2,N/A,1,5,N/A,2001,Apartamento,Venta,$590.000,https://bogotarealestate.com.co/apartamento-venta-contador-bogota-dc/9431547,"APARTAMENTO EN VENTA – PINARES DEL COUNTRY, EL C…",$479.750.000COP,2025-11-08 23:21,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Colina Campestre,Usado,94 m²,94 m²,3,N/A,1,5,N/A,2005,Apartamento,Venta,$450.000,https://bogotarealestate.com.co/apartamento-venta-colina-campestre-bogota-dc/9431453,"APARTAMENTO EN VENTA COLINA CAMPESTRE, ALAME…",$470.000.000COP,2025-11-08 23:21,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Villa Magdala,Usado,96.25 m²,96.25 m²,3,N/A,2,4,N/A,1995,Apartamento,Venta,$140.000,https://bogotarealestate.com.co/apartamento-venta-villa-magdala-bogota-dc/9424150,VENTA APARTAMENTO EN VILLA DE MAGDALA,$620.000.000COP,2025-11-08 23:21,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Britalia,Usado,60.57 m²,60.57 m²,3,N/A,1,3,N/A,1990,Apartamento,Venta,$360.000,https://bogotarealestate.com.co/apartamento-venta-britalia-bogota-dc/9423622,VENTA APARTAMENTO EN BRITALIA NORTE CONJUNTO…,$342.000.000COP,2025-11-08 23:21,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,La Calleja,Usado,92 m²,92 m²,3,N/A,2,5,N/A,2007,Apartamento,Venta,$602.000,https://bogotarealestate.com.co/apartamento-venta-la-calleja-bogota-dc/9423506,VENTA APARTAMENTO LA CALLEJA RESORT CLUB HOUSE,$825.000.000COP,2025-11-08 23:21,Ventas
Colombia,Cundinamarca,Bogotá D.C.,San Cristóbal,Montebello,Usado,31 m²,31 m²,2,1,N/A,3,N/A,2025,Apartamento,Venta,$90.000,https://bogotarealestate.com.co/apartamento-venta-montebello-bogota-dc/9417035,VENTA APARTAMENTO EN MONTEBELLO,$195.000.000COP,2025-11-08 23:21,Ventas
Colombia,Cundinamarca,Soacha,N/A,San Mateo,Usado,46 m²,46 m²,3,1,1,3,N/A,2012,Apartamento,Venta,$97.000,https://bogotarealestate.com.co/apartamento-venta-san-mateo-soacha/9413982,VENDO CIUDAD VERDE (PALO DE ROSA) (EMN),$135.000.000COP,2025-11-08 23:22,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,76 m²,76 m²,3,N/A,1,4,N/A,1996,Apartamento,Venta,$450.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9411757,"APARTAMENTO EN VENTA – EDIFICIO LA PARAULATA, NO…",$711.200.000COP,2025-11-08 23:22,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Barrios Unidos,Colombia,Usado,430 m²,132 m²,N/A,N/A,2,3,N/A,2000,Edificio,Venta,N/A,https://bogotarealestate.com.co/edificio-venta-colombia-bogota-dc/9408341,EDIFICIO VENTA BARRIO COLOMBIA,$2.100.000.000COP,2025-11-08 23:22,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Hacienda San Simón,Usado,1463 m²,1463 m²,N/A,N/A,N/A,6,1,2025,Lote / Terreno,Venta,$1.646.000,https://bogotarealestate.com.co/lote-terreno-venta-hacienda-san-simon-bogota-dc/9394746,SE VENDE LOTE EN HACIENDA SAN SIMÓN CONJUNTO EL M…,$950.000.000COP,2025-11-08 23:22,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Chapinero,Chicó,Usado,54 m²,54 m²,2,1,1,6,1,1986,Apartamento,Venta,N/A,https://bogotarealestate.com.co/apartamento-venta-chico-bogota-dc/9387414,SE VENDE APARTAMENTO EN CHICO NORTE,$409.361.667COP,2025-11-08 23:22,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Britalia Norte,Usado,71 m²,71 m²,3,N/A,1,3,N/A,1996,Apartamento,Venta,$238.000,https://bogotarealestate.com.co/apartamento-venta-britalia-norte-bogota-dc/9387362,SE VENDE APARTAMENTO EN BALCONES DE TOLEDO,$369.000.000COP,2025-11-08 23:22,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Villa Magdala,Usado,60 m²,60 m²,3,N/A,1,4,N/A,1980,Apartamento,Venta,$250.000,https://bogotarealestate.com.co/apartamento-venta-villa-magdala-bogota-dc/9385764,VENTA DE APARTAMENTO EN VILLA MAGDALA,$320.000.000COP,2025-11-08 23:23,Ventas
Colombia,Cundinamarca,Anapoima,N/A,Centro,Usado,247 m²,411 m²,5,N/A,N/A,4,N/A,2020,Casa,Venta,$668.000,https://bogotarealestate.com.co/casa-venta-centro-anapoima/9385270,VENTA CASA EN ANAPOIMA,$980.000.000COP,2025-11-08 23:23,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Fontibón,Fontibón - San Pablo,Usado,338 m²,338 m²,1,1,3,3,1,1985,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-fontibon-san-pablo-bogota-dc/9382601,VENDO CASA LOTE FONTIBON CENTRO PARA BODEGA O  IN…,$1.300.000.000COP,2025-11-08 23:23,Ventas
Colombia,Cundinamarca,Madrid,N/A,Centro,Usado,60 m²,60 m²,3,N/A,1,3,N/A,2017,Apartamento,Venta,$148.000,https://bogotarealestate.com.co/apartamento-venta-centro-madrid/9375987,VENDO EN MADRID PIAMONTE RESERVA 2 (EMN),$210.000.000COP,2025-11-08 23:23,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Puente Aranda,Puente Aranda,Usado,250 m²,115 m²,5,N/A,1,3,N/A,1980,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-puente-aranda-bogota-dc/9358620,VENDO CASA RENTABLE BARRIO EL JAZMIN  (EMN),$650.000.000COP,2025-11-08 23:23,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Chapinero,Antiguo Country,Usado,82 m²,82 m²,3,N/A,1,5,N/A,1996,Apartamento,Venta,$807.907,https://bogotarealestate.com.co/apartamento-venta-antiguo-country-bogota-dc/9358316,SE VENDE APARTAMENTO EDIFICIO LAGO COUNTRY,$663.010.057COP,2025-11-08 23:23,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Engativá,Tabora,Usado,300 m²,128 m²,5,N/A,1,3,N/A,1984,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-tabora-bogota-dc/9358304,VENDO CASA FLORIDA BLANCA  (EMN),$649.000.000COP,2025-11-08 23:24,Ventas
Colombia,Boyacá,Tibasosa,N/A,Centro,Usado,1600 m²,1600 m²,3,N/A,N/A,2,1,2008,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-centro-tibasosa/9358136,CASA-LOTE EN TIBASOSA BOYACÁ,$1.600.000.000COP,2025-11-08 23:24,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Provenza,Usado,240 m²,240 m²,4,N/A,3,6,1,2018,Casa,Venta,$1.250.000,https://bogotarealestate.com.co/casa-venta-provenza-bogota-dc/9357540,SE VENDE CASA EN BOSQUES DE PROVENZA,$1.200.000.000COP,2025-11-08 23:24,Ventas
Colombia,Cundinamarca,Chia,N/A,Yerbabuena,Usado,710 m²,10000 m²,3,N/A,4,6,1,2005,Casa,Venta,$1.000.000,https://bogotarealestate.com.co/casa-venta-yerbabuena-chia/9357502,SE VENDE CASA EN YERBABUENA CHIA,$3.500.000.000COP,2025-11-08 23:24,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Barrios Unidos,San Fernando,Usado,160 m²,160 m²,3,N/A,N/A,3,N/A,1950,Casa,Venta,N/A,https://bogotarealestate.com.co/casa-venta-san-fernando-bogota-dc/9352877,VENTA CASA - LOTE EN SAN FERNANDO,$720.000.000COP,2025-11-08 23:24,Ventas
Colombia,Cundinamarca,Chia,N/A,Tiquiza,Usado,131 m²,131 m²,4,N/A,2,3,1,2025,Casa,Venta,$300.000,https://bogotarealestate.com.co/casa-venta-tiquiza-chia/9347811,SE VENDE CASA EN CHIA VEREDA TIQUIZA,$710.000.000COP,2025-11-08 23:24,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Suba,Britalia Norte,Usado,40 m²,40 m²,1,1,1,3,N/A,2015,Apartamento,Venta,$195.000,https://bogotarealestate.com.co/apartamento-venta-britalia-norte-bogota-dc/9339640,SE VENDE APARTAMENTO EN BRITALIA NORTE LA GIRALDA,$285.900.000COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,90 m²,90 m²,3,N/A,1,5,1,2016,Apartamento,Venta,$400.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9339495,SE VENDE APARTAMENTO EN CEDRITOS ALTOS DEL MORAL,$518.181.226COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Los Mártires,Industrial Centenario,Usado,47 m²,47 m²,2,N/A,N/A,3,N/A,2024,Apartamento,Venta,$257.000,https://bogotarealestate.com.co/apartamento-venta-industrial-centenario-bogota-dc/9330970,VENTA APARTAMENTO LOS MARTIRES,$330.000.000COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Cedritos,Usado,87.7 m²,87.7 m²,2,N/A,1,4,N/A,1990,Apartamento,Venta,$500.000,https://bogotarealestate.com.co/apartamento-venta-cedritos-bogota-dc/9329075,VENTA APARTAMENTO EN CEDRITOS,$360.000.000COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Belmira,Usado,54 m²,54 m²,1,N/A,1,5,N/A,2020,Apartamento,Venta,$350.000,https://bogotarealestate.com.co/apartamento-venta-belmira-bogota-dc/9329008,VENTA APARTAMENTO CEDRITOS BELMIRA,$500.000.000COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Rincon Del Chico,Usado,106 m²,106 m²,3,N/A,1,6,N/A,1994,Apartamento,Venta,$850.000,https://bogotarealestate.com.co/apartamento-venta-rincon-del-chico-bogota-dc/9321125,VENTA APARTAMENTO RINCON DEL CHICO,$650.000.000COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Los Mártires,La Favorita,Usado,136 m²,136 m²,N/A,1,N/A,3,1,2020,Bodega,Venta,N/A,https://bogotarealestate.com.co/bodega-venta-la-favorita-bogota-dc/9321108,VENTA BODEGA EN LA FAVORITA,$510.000.000COP,2025-11-08 23:25,Ventas
Colombia,Cundinamarca,Bogotá D.C.,Usaquén,Santa Bárbara,Usado,127 m²,127 m²,4,N/A,N/A,6,N/A,2003,Apartamento,Venta,$922.000,https://bogotarealestate.com.co/apartamento-venta-santa-barbara-bogota-dc/9279277,SE VENDE APARTAMENTO EDIFICIO PORTAL DE SANTA…,$744.018.779COP,2025-11-08 23:26,Ventas
